사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,수인선,349,호구포,1,0,1363,798,2946,4333,6227,15968,7154,17536,4016,3638,3334,2272,3764,2594,4124,2713,3704,2953,3933,3042,4003,3396,5125,4005,11559,5475,13816,6872,4815,5829,5599,3695,3489,3107,1586,2355,865,1853,4,348,0,0,0,0,0,0
2020-11,수인선,350,남동인더스파크,0,0,372,735,764,2979,1037,15320,1604,20199,1259,3885,1534,1671,1813,1716,1879,1716,2086,1591,2269,1587,3235,1167,3538,1373,11660,1577,12429,1543,4200,2056,3950,1135,1885,658,513,416,232,331,0,35,0,0,0,0,0,0
2020-11,수인선,351,원인재,31,11,2741,507,5962,2023,13598,4312,14972,7201,7645,3935,6002,3847,5594,4416,6078,5152,6204,5569,5627,5691,5571,6785,6017,7827,7089,10598,7294,15397,4314,10435,3709,7374,3555,7180,2254,5704,1320,3819,59,722,0,0,0,0,0,0
2020-11,수인선,352,연수,2,2,2205,902,5383,2194,13606,4377,12233,10264,6034,5946,5148,4239,5601,4364,6203,5494,6686,5622,5814,5432,6058,6148,7107,7311,7625,10498,9167,14860,5056,9373,4474,6654,4653,6050,3389,4062,2136,2874,31,650,0,0,4,0,0,0
2020-11,수인선,353,송도,1,0,1642,262,3575,968,9036,1932,9440,3272,4017,2063,3061,2457,3613,2498,4151,3008,4121,2874,3544,3123,3598,3653,3695,4677,3898,6227,3492,7786,2057,5563,1394,3292,1292,3385,844,2527,380,1523,6,446,0,0,0,0,0,0
2020-11,수인선,354,인하대,11,1,2897,360,8006,2815,20207,3693,16045,10754,7510,6821,6210,5512,6410,4672,8205,6905,7508,7004,6797,7048,8612,7343,10387,8850,11083,13870,10873,20074,5836,10897,4448,8052,4334,8158,3652,5685,2008,3661,38,870,2,1,2,0,0,0
2020-11,수인선,355,숭의,8,0,2671,618,4886,2600,11468,7460,9732,10622,5544,4045,4640,3547,4781,3193,5536,3688,4954,4653,4719,4247,5335,4306,6187,5850,8736,7337,8836,9863,3609,5853,2278,4088,1967,4479,1340,2785,704,1762,9,474,2,0,0,0,0,0
2020-11,수인선,356,신포,7,1,1112,241,1165,761,2480,2920,2655,8322,1683,2653,1395,2309,1748,2472,2232,2454,2464,2823,2696,2428,3122,2589,4231,2942,4640,3114,6259,4209,2509,2061,2209,1238,1571,1216,1052,1111,509,507,1,187,0,0,0,0,0,0
2020-11,수인선,357,인천,36,3,593,207,760,964,1951,2583,1607,3989,1110,1541,1301,2094,1449,3137,1679,3746,1819,3464,1876,3364,2235,4214,3247,3367,3052,2892,2160,3681,1200,2598,1047,1759,895,1449,439,1500,96,728,2,249,0,0,0,0,0,0
2020-11,경강선,238,판교,11,0,618,18,1614,5554,4694,10357,3327,25446,2099,18756,1857,7612,2480,5506,2665,3920,3092,3969,3916,3648,6280,3307,6457,3763,12253,5543,21307,4919,14901,3440,12366,1535,8780,1464,3968,956,1325,563,2,149,0,0,0,0,0,0
2020-11,경강선,239,이매,9,1,558,22,1327,716,4272,1892,3444,2753,1479,1484,1214,827,1175,1218,1252,1044,1232,1016,1184,996,1312,1180,1419,1426,2421,2213,2086,2859,1154,2041,1044,935,1075,944,960,722,340,335,12,85,0,0,0,0,0,0
2020-11,경강선,240,삼동,0,0,903,116,3153,648,11190,2133,13230,2168,6211,1126,3402,975,2376,1184,2350,1246,2256,1563,1826,2106,1762,2335,2027,3642,2878,5045,3024,8492,1263,8127,770,4564,650,4268,348,2996,71,1129,3,35,0,0,0,0,0,0
2020-11,경강선,241,경기광주,0,0,2000,276,11329,2212,32811,4458,33447,8372,16904,3813,9676,3324,8612,3907,8498,4709,7854,6086,6657,6147,6584,8112,8352,10539,9358,15694,8305,29275,4269,26010,2730,14336,2401,12313,1209,7538,444,5162,0,13,0,0,0,0,0,0
2020-11,경강선,242,초월,2,0,1295,89,4559,906,11648,3624,13398,5481,7145,2031,4111,1705,3708,1759,3640,1764,3359,2474,2821,2438,2920,3072,4079,4287,5075,5347,4877,10638,2109,8549,1427,7771,1213,4836,579,4701,191,3128,0,2,1,0,0,0,0,0
2020-11,경강선,243,곤지암,4,0,675,117,1839,1329,6201,4968,5963,5977,3527,4029,2471,3062,2764,2503,3102,2904,3287,2911,3259,2454,3878,2685,5395,3474,7828,4507,6471,5445,2622,5782,1471,3073,975,3434,402,2188,183,1519,1,0,1,0,0,0,0,0
2020-11,경강선,244,신둔도예촌,3,0,539,115,1785,399,4104,1724,3283,3918,2021,1611,1668,1108,1568,1079,1632,1281,1587,1300,1360,1115,1460,1454,2417,1805,4617,2415,3234,2869,1181,3489,928,1944,798,2005,317,1322,104,1170,0,0,0,0,0,0,0,0
2020-11,경강선,245,이천,6,0,715,15,2146,1023,6020,4696,5542,6396,4049,4208,3776,2525,3435,3180,3500,3354,3620,3830,3552,3444,3709,3875,5110,4127,5220,5321,6642,7239,3197,5811,2630,4664,2152,2772,1081,3467,402,1435,2,428,0,0,0,0,0,0
2020-11,경강선,246,부발,31,0,707,43,1607,1310,4099,4340,4069,6063,2934,2155,2224,1454,2441,1566,2685,1731,2173,1998,2361,1846,2977,1968,3719,2588,6670,3362,5912,3808,2562,4343,2138,3415,1335,2932,779,2684,331,2034,0,1059,0,0,0,0,0,0
2020-11,경강선,247,세종대왕릉,0,0,176,2,460,47,809,446,656,625,520,394,480,472,401,596,385,459,434,320,471,527,598,477,679,493,724,492,609,521,182,845,124,298,58,373,24,221,3,190,0,80,0,0,0,0,0,0
2020-11,경강선,248,여주,6,0,993,5,2664,387,4526,2409,3979,5265,2869,5672,3225,2727,3192,3288,3548,3899,3618,3245,4161,3043,5421,2762,6875,4005,6048,3724,3784,4487,2694,5823,1741,4044,1299,2245,658,2337,196,2235,1,849,0,0,0,0,0,0
2020-11,5호선,385,방화,6,0,4558,4,9795,3413,26524,4304,24241,14373,12585,7016,9222,5237,8858,5347,9627,6769,9524,7520,8873,7777,9008,8828,11057,9808,10104,12134,10032,19326,4514,19480,3243,11733,2879,10250,1863,8742,550,5109,0,957,0,0,0,0,0,0
2020-11,5호선,386,개화산,1,0,3456,249,6461,3668,19204,4964,17668,10617,9156,5400,6631,4623,6031,4523,6930,4828,6763,5242,6139,5827,6396,6635,7317,7680,8991,8633,9759,14044,4708,13537,2952,7473,2425,7316,1791,6683,499,3687,1,626,0,0,0,0,0,0
2020-11,5호선,387,김포공항,1,0,299,1636,1635,8299,4600,12796,6398,16313,6570,12819,6581,11491,9113,11575,8266,14296,9973,15130,14101,13880,14111,13278,15886,15109,18057,15087,24743,14168,14412,8855,13472,4348,14396,2177,11175,1120,1684,774,10,113,0,0,0,0,0,0
2020-11,5호선,388,송정,36,0,3659,1098,7753,4129,19700,6958,21117,12571,12989,8062,9809,6329,9173,6267,8961,7299,9092,7811,8463,7926,9178,9430,9645,10536,12501,12748,13221,18289,6646,15179,4832,9658,4621,8507,3245,7341,1317,4541,21,463,0,0,0,0,0,0
2020-11,5호선,389,마곡,2,0,1861,1394,5893,4792,20215,10267,20348,38390,10888,23962,8507,10966,8709,7927,8765,8812,10093,10233,10213,8753,12119,9156,16279,10113,21904,12026,31806,19014,13028,15459,8897,8200,7511,7045,4863,6624,1891,3838,12,447,1,0,0,0,0,0
2020-11,5호선,390,발산,1,0,2958,2221,8232,13193,24283,30726,26297,97428,15670,52349,14316,24281,17218,22197,20369,23270,22239,24469,24949,22648,29639,21303,36719,23001,54742,27804,75344,40958,35430,31541,26154,15409,26949,13245,19828,9857,6053,5542,12,782,1,0,0,0,0,0
2020-11,5호선,391,우장산,4,0,5622,768,18011,4419,52114,14074,54326,21518,26796,13386,18587,10994,18217,12045,19424,13096,19033,16172,17295,17723,20524,19351,21517,22599,20867,27806,17766,49664,9911,40943,7777,22427,6639,20473,5183,17966,1322,10658,4,841,0,0,0,0,0,0
2020-11,5호선,392,화곡,70,0,20561,1408,36401,8923,108796,13628,140103,26904,65223,23432,38988,16951,33912,17441,35622,20749,34065,24230,28792,26983,27733,33981,31262,43385,35055,60511,35539,111337,20367,90154,14942,52704,13150,45490,9533,39406,3130,22760,13,1487,0,0,0,0,0,0
2020-11,5호선,393,까치산,85,0,22800,1290,39437,8034,118416,10223,151498,20992,71500,17267,40964,16406,34893,18388,36866,22198,35022,25417,29659,29375,27532,38570,29206,48575,29942,65140,28957,116401,17989,97640,14292,58373,12033,53118,9479,43272,3678,25825,19,1479,1,0,1,0,0,0
2020-11,5호선,394,신정(은행정),55,0,11024,644,21553,3902,63696,6739,81174,12729,35455,8012,17965,6635,15070,7259,15003,8206,14203,9923,11847,11069,11378,14856,12641,18157,14277,26082,14623,45789,7694,35725,5402,21042,4390,20258,3658,17241,1172,10567,1,148,0,0,0,0,0,0
2020-11,5호선,395,목동,1,0,7411,1261,19129,6078,57230,13103,70583,27703,32401,20318,20761,15030,19512,13802,20238,15581,20543,19231,19219,19362,18826,22750,20991,29368,24933,43192,28157,78506,15206,55897,12839,30682,12950,26717,12571,23043,3290,12451,0,211,0,0,0,0,0,0
2020-11,5호선,396,오목교(목동운동장앞),5,0,4360,1586,12968,7924,46685,27668,54906,74177,26643,55783,19296,29281,20980,27230,24972,28576,26157,31088,26424,30588,29601,31194,36201,36184,47478,48776,70425,76955,36283,49160,37242,23934,28758,20870,24390,17573,6319,10365,0,70,1,0,0,0,0,0
2020-11,5호선,397,양평,1,0,1748,764,5760,3632,21535,7960,24832,38342,10317,14770,6377,5673,6076,4788,6695,5171,7032,5601,6416,5587,7350,6692,7886,7394,13907,10742,32024,21039,9526,15100,5463,7759,4517,7993,3014,6554,1215,3920,0,40,0,0,0,0,0,0
2020-11,5호선,398,영등포구청,1,0,889,442,1937,1930,6838,4882,10462,21885,4620,9807,3508,4617,3611,3523,3840,3640,4402,4159,4374,4010,4769,4117,5841,4376,8258,5663,18618,10455,6647,5809,3797,3451,3364,3316,2453,2445,906,1683,0,6,0,0,0,0,0,0
2020-11,5호선,399,영등포시장,0,0,2366,812,4894,4873,17474,12194,25672,34819,11390,19252,8351,12303,9094,11899,10286,12459,11272,14731,11447,13532,13771,12198,17209,11902,21994,15079,32696,25050,13777,15600,9397,9344,8337,8495,5575,6623,1891,4134,0,44,0,1,1,0,0,0
2020-11,5호선,400,신길,63,0,1269,458,3111,2077,11750,4400,17939,15025,6715,6871,3545,2341,3331,2588,3648,2981,3665,3697,3386,3324,3445,3667,4602,4230,6799,8158,13215,16169,4400,9493,2730,6363,2986,6786,1999,5469,840,3276,0,102,0,0,0,0,0,0
2020-11,5호선,401,여의도,1,0,1834,2039,3314,20935,8264,123360,12991,208345,10650,69973,10450,24192,15545,21655,15220,20154,19053,21986,21525,17093,27854,16040,36066,16117,113420,20368,161075,27933,56222,13987,38430,7645,36157,6926,20299,5122,5643,3079,0,2435,0,0,0,0,0,0
2020-11,5호선,402,여의나루,5,0,851,1197,2215,12148,4616,29009,7402,54036,4577,15054,3718,5780,4342,5290,5128,5881,5939,7171,7794,7383,10629,7277,14986,8067,33584,9662,43175,11017,16284,7224,10965,4823,10461,3580,6362,2526,1909,1265,5,360,0,0,0,0,0,0
2020-11,5호선,403,마포,14,1,2199,1280,6719,8775,22653,22007,32601,69319,16035,36531,12028,15858,12468,13533,13721,12733,15532,14016,14310,13000,16365,13594,19853,16115,32729,23577,58358,39219,22694,23695,17171,12568,17865,10287,11667,8649,4161,5319,10,801,0,0,0,0,0,0
2020-11,5호선,404,공덕,9,1,1693,785,4829,6159,19275,29148,27988,80721,13215,41288,10284,15961,11980,13577,13697,12841,15019,13953,15165,12793,15921,13184,21032,14865,36279,22823,65984,41648,25021,21543,18614,10599,18318,9723,12416,7861,4630,4978,24,421,0,0,0,0,0,0
2020-11,5호선,405,애오개,10,1,1845,521,4462,3020,16624,8482,23553,28366,11279,12283,7644,6515,7692,5521,7305,6106,8220,6938,7816,7035,9081,7731,8881,8267,12697,11581,22914,20365,7376,12770,5336,7395,4395,7495,3192,5986,1036,3734,3,1595,0,0,0,0,0,0
2020-11,5호선,406,충정로(경기대입구),19,1,993,234,2279,1279,5973,8318,8440,32411,4552,18158,3646,5023,4191,3747,4704,3665,4773,4408,5425,4051,5557,3713,6232,3921,12849,5321,29035,8341,8302,5759,5252,3790,4399,3734,2794,3281,982,1978,1,178,0,1,0,0,0,0
2020-11,5호선,407,서대문,11,1,2579,1151,5059,13718,15386,54627,21204,140796,14605,40553,12859,18878,15768,14803,16463,14390,15452,18483,18282,14640,22430,13260,31818,12435,52303,16962,102865,22802,28896,13452,20980,8644,18517,7821,11439,6140,3597,3938,2,328,0,0,0,0,0,0
2020-11,5호선,408,광화문(세종문화회관),4,0,900,724,2992,22971,8301,78691,13186,262195,11556,110621,11676,40587,17249,37083,21009,32117,28342,35289,32403,28737,39973,24352,53671,24168,101147,29086,202145,36588,74346,17562,53488,7271,54820,5745,30110,3873,8684,2505,9,209,0,0,0,0,0,0
2020-11,5호선,409,종로3가,12,0,1022,507,1723,4880,2846,13644,3794,38107,3542,32275,5043,24152,7890,24750,12356,23970,15478,24653,17901,21283,21791,18591,27582,18042,37213,18601,52468,21980,28674,11524,25022,5061,26366,3885,20242,2836,7221,1989,3,276,0,0,0,0,0,0
2020-11,5호선,410,을지로4가,1,0,287,326,519,5423,1030,15243,1632,42549,1953,20347,2906,10491,4371,8983,5051,7783,6306,7671,7816,7204,9111,5910,11210,4790,22238,3987,33302,3876,15618,2134,8543,1037,6582,1001,4134,566,1569,366,0,40,0,0,0,0,0,0
2020-11,5호선,411,동대문역사문화공원(DDP),0,0,170,282,516,2016,783,8030,1413,29059,1122,11458,1288,3619,1578,2654,1534,2471,1815,2635,2410,2427,2669,2209,3364,1976,9851,2193,20095,2423,7799,1329,3924,788,3208,808,2199,714,690,453,1,60,0,0,0,0,0,0
2020-11,5호선,412,청구,6,0,1442,303,2671,1607,6475,3718,10002,14771,6164,7369,4213,3864,4360,3526,4995,3718,5048,4049,4977,4000,5002,4471,6272,5194,7758,6880,12761,9884,7826,7247,4717,4313,3949,4154,2737,3820,1099,2387,1,131,0,0,0,0,0,0
2020-11,5호선,413,신금호,8,0,2758,325,6264,2552,19590,8394,26902,12375,13759,6362,8161,4961,7069,4877,7956,5966,7984,6644,7698,7265,7456,8753,9044,10050,9127,14573,9724,24259,6333,16277,4243,9716,3443,9063,2381,7087,839,4774,4,351,0,0,0,0,0,0
2020-11,5호선,414,행당,18,0,3639,659,10187,2659,30209,4907,43274,9305,19438,6258,11658,4796,10299,5438,10374,6897,9785,8009,8965,8208,8994,10034,8573,12616,9594,17935,9993,31124,5844,21386,4550,11730,4126,11525,3126,9971,978,5155,6,333,0,0,0,0,0,0
2020-11,5호선,415,왕십리(성동구청),12,0,1779,329,2192,2034,5275,4604,8735,18019,4588,7901,3872,5495,4399,5257,4897,5892,5455,6803,5697,6989,6667,7073,7732,7865,9931,10013,14261,14910,7965,8879,6730,4578,7170,4268,5542,3554,2397,2583,33,1190,0,0,0,0,0,0
2020-11,5호선,416,마장,1,0,2298,646,5152,3152,14666,6296,20282,15844,9994,7711,6983,5834,6725,5671,7433,5926,6962,6411,7065,5693,7477,6784,8476,7490,10115,10215,11662,15749,6477,11259,4545,6897,4005,6222,3043,5514,991,3036,16,324,1,0,0,0,0,0
2020-11,5호선,417,답십리,8,0,8370,1035,16658,7026,52587,13607,74778,34344,32606,15968,17996,11540,15901,11291,17613,12918,17524,14677,16213,14772,16567,17545,19701,21530,25552,31114,31218,55379,16063,39376,10586,20820,9239,20576,6212,16673,2171,10253,26,1251,0,0,0,0,0,0
2020-11,5호선,418,장한평,24,1,6398,1083,15696,10886,47947,19979,66331,64622,33005,29307,19201,16036,16812,14039,18786,15461,19174,17477,18531,16462,20024,18415,25830,23217,35123,32750,53589,58243,24307,41622,13486,23758,12147,20752,8509,17362,3029,8935,19,1531,0,0,0,0,0,0
2020-11,5호선,419,군자(능동),53,0,6890,804,10573,4895,31305,6651,46581,21651,20041,14158,11658,9058,10883,9081,12061,10171,12269,12183,11224,12522,11801,14758,13300,18065,17091,28441,21461,47508,13203,34247,10322,18610,10712,16763,7984,15012,3384,9808,2,4840,0,0,0,0,0,0
2020-11,5호선,420,아차산(어린이대공원후문),0,0,8123,1456,14566,5084,40093,10958,58618,22638,28531,16640,18049,17061,16617,15094,18675,16438,19773,17536,20288,17309,21732,20131,23078,23408,23963,31967,23100,48474,13905,37542,9905,22023,9377,19051,6342,16274,2043,9532,5,489,0,0,0,0,0,0
2020-11,5호선,421,광나루(장신대),2,0,4940,1620,14409,7404,35505,14500,44521,29784,24620,17583,16050,15466,15116,12856,16460,13836,17490,14060,18175,14066,18037,14786,22407,18548,24001,23901,28895,36577,14121,25725,9314,16704,9563,15151,6898,12565,1821,7943,2,247,0,0,0,0,0,0
2020-11,5호선,422,천호(풍납토성),67,0,6877,1390,10574,11834,25981,17739,32060,35569,19776,33761,18357,22930,20731,23299,24535,24701,25469,27118,26649,27528,31503,28608,34808,32124,40856,40007,49517,54709,33541,39012,32474,21206,23634,19027,17297,15234,6630,9194,3,805,1,0,1,0,0,0
2020-11,5호선,423,강동,69,0,11211,1202,20104,11053,55357,27891,70473,50201,36199,26691,23872,17207,21714,15104,23708,17390,22914,20160,22711,20182,22947,22324,26490,25202,40535,34046,47905,52545,22239,43938,15158,25543,12063,24649,8648,20908,2846,14841,13,1759,0,0,0,0,0,0
2020-11,5호선,424,길동,8,0,4420,471,7844,3127,20687,5967,27531,18008,13208,11519,9951,8211,9955,7956,11104,9041,10781,9850,9971,10225,10370,11951,11587,14767,13205,16761,16348,26075,7933,21025,5782,11658,5717,9926,3569,7383,1162,4933,18,682,0,0,0,0,0,0
2020-11,5호선,425,굽은다리(강동구민회관앞),1,0,6228,548,12054,2460,35000,5710,37886,13465,19479,8755,12598,7052,11360,7362,12011,8204,12365,9901,10559,10277,10768,12175,11216,15106,13146,19803,14555,32262,7563,26734,5782,14227,5604,15169,4188,11246,1003,7903,16,1188,0,0,0,0,0,0
2020-11,5호선,426,명일,2,0,4335,697,11179,2948,35883,6295,33129,11573,15673,8087,12372,7077,11251,7187,12108,8198,10846,9496,10151,9753,9807,11967,11692,14973,12023,19303,11028,33230,6042,30499,4877,13188,5232,13309,2899,9917,1050,6986,26,969,0,0,0,0,0,0
2020-11,5호선,427,고덕,13,0,3261,1407,11072,4990,29057,12117,26841,16768,13348,9488,10611,8756,11247,7942,11520,9066,11269,11883,11573,11115,13395,11228,18039,13188,17233,16346,13955,24512,7450,26110,6090,11486,5935,11659,5967,8429,1401,5811,47,872,0,0,0,0,0,0
2020-11,5호선,428,상일동,14,0,7942,1006,29316,6196,84319,11523,64955,18879,29559,8907,20831,7431,17834,8812,18461,11406,17524,12878,15380,13819,15459,16510,19006,20678,20950,29931,18802,50907,9449,53739,6401,28030,4883,21960,3076,22248,1138,13554,52,2169,0,0,0,0,0,0
2020-11,5호선,429,둔촌동,0,0,3744,605,8235,5393,22371,9555,27071,19184,13462,10884,9811,8078,9237,7864,10423,8701,10012,9848,9987,9775,10607,11373,12970,13636,15825,18519,19082,27248,9783,20584,7067,10341,7045,9468,5014,7681,1487,4970,0,0,0,0,0,0,0,0
2020-11,5호선,430,올림픽공원(한국체대),1,0,856,824,4550,4034,11534,6315,11243,9032,6675,4564,4953,3892,4807,4041,5092,4526,5592,4903,5912,5242,7066,5343,8752,6338,9776,6762,9510,8787,4566,7364,3075,4533,2953,3409,1970,3516,944,2124,1,100,0,0,0,0,0,0
2020-11,5호선,431,방이,0,0,2020,783,6827,3669,18407,7675,16793,24426,9244,11618,7318,7078,7303,6297,8272,7507,9008,9109,7826,8388,9141,9328,10418,13121,12673,15375,19580,20901,9828,15268,8052,8749,9667,6342,8239,6359,1540,3433,0,556,0,0,0,0,0,0
2020-11,5호선,432,오금,4,0,1048,327,2479,2408,8329,8747,8593,20372,5154,6410,3840,3489,4419,2792,4564,3055,4941,3279,5032,3341,6261,3669,6193,4509,9332,5732,14264,7646,4272,6049,3390,3637,2796,3225,1855,3209,623,2116,2,432,0,0,0,0,0,0
2020-11,5호선,433,개롱,0,0,3230,956,7447,3242,24047,7023,19964,16121,11370,8174,8162,5501,8018,5366,8650,5811,8349,7022,7682,7352,8013,9378,9609,11506,12434,13568,12939,20515,5882,18993,4370,9712,4067,9238,2241,8147,615,5427,2,795,0,0,0,0,0,0
2020-11,5호선,434,거여,2,0,4321,591,10077,9562,32281,7426,28528,16620,15016,8284,10044,5581,8429,5376,9511,6401,9220,7514,9167,8114,9059,10451,13768,12006,15968,15550,13869,22352,5953,22174,4475,10793,4262,10878,2276,9108,750,5677,3,879,0,0,0,0,0,0
2020-11,5호선,435,마천,24,0,5719,265,9332,3941,24524,3885,24393,10497,11032,6161,7880,5776,6662,4963,7760,5829,7593,6083,7083,6744,6757,9258,8512,10297,8458,12887,8278,18010,3646,17037,2777,9269,2004,9109,1231,7086,296,5076,3,929,0,0,0,0,0,0
2020-11,5호선,436,미사,9,0,5066,35,18434,6526,62140,6800,52691,13438,25403,11278,15903,8306,13583,8158,14515,8369,12863,9952,11802,10837,12424,12579,17151,17712,19759,24134,18459,50791,9742,51372,8268,30591,7938,20436,6338,21372,2160,10174,32,3488,0,0,0,0,0,0
2020-11,5호선,437,하남풍산,5,1,1691,6,6415,2605,22419,4690,15025,9656,6928,6993,5044,5158,4653,4667,4571,4568,4777,4371,4427,4867,4907,4733,7772,7496,9628,8596,11001,14612,5251,15041,3530,7658,3862,6341,2376,5420,445,3528,1,1019,0,0,0,0,0,0
2020-11,6호선,438,응암,10,0,10533,1248,22913,5122,68721,8740,85015,17333,41162,11653,24413,12146,21897,12818,22954,15408,22503,16353,19487,18716,19320,23364,20040,29206,20377,39834,20045,70789,12417,58955,9454,35227,7932,28839,6216,25076,2173,15790,1,1109,0,0,0,0,0,0
2020-11,6호선,439,역촌,2,0,1762,224,4864,1844,15082,2614,16682,8037,8250,4024,4979,3262,4706,3941,5345,3947,5362,4329,4476,4408,4259,5262,4298,6752,4732,9443,4878,16228,2640,13425,1965,6947,1612,7023,1378,5282,376,4123,0,22,0,0,0,0,0,0
2020-11,6호선,440,불광,20,0,1325,226,3372,2328,9856,3520,12147,7056,6291,7435,4843,5307,5577,5500,6396,5817,7443,6398,7929,6587,8810,7493,9932,8226,9849,9822,9646,15025,5584,11341,4496,5763,3907,5104,2505,4679,739,3174,4,82,0,0,0,0,0,0
2020-11,6호선,441,독바위,1,0,1648,217,4241,858,13634,1487,13258,3191,6257,3177,3778,3273,3520,2584,3647,2693,3603,2875,3329,2922,3273,3464,3186,4924,2830,6056,2363,11159,1500,10242,1120,5756,906,4886,648,4397,274,3025,0,304,0,1,0,0,0,0
2020-11,6호선,442,연신내,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-11,6호선,443,구산,6,0,4690,199,9481,2202,26176,6230,32153,7093,16001,4860,9525,4117,8940,5502,9682,5666,9048,6258,7935,6512,8845,8329,10449,10452,8899,12270,8607,18768,4889,17853,3659,8964,3565,7964,3045,6522,881,3649,2,543,0,0,0,0,0,0
2020-11,6호선,444,새절(신사),9,0,8889,733,18657,4396,52546,7282,61237,15127,29318,8925,18028,8060,15717,8939,16672,10750,15571,12725,13802,12995,13416,16880,15952,19255,16108,27780,14944,46557,8964,39699,6243,23143,5281,20103,4394,17191,1364,10929,1,2764,0,0,0,0,0,0
2020-11,6호선,445,증산(명지대앞),8,0,7257,716,13920,3890,37481,5441,46932,9953,24155,6821,14861,6470,12815,7381,13092,8683,12635,10140,11214,11053,10833,13593,11683,17256,12615,22728,11904,39292,7385,32647,5310,17758,4177,17861,3396,14684,1162,8422,6,1167,0,0,0,0,0,0
2020-11,6호선,446,디지털미디어시티,144,2,5255,2673,12215,11129,39881,26171,45095,71109,23500,27523,13312,11317,11634,9673,11823,10660,11712,11600,11110,11581,12861,13017,17290,17024,31186,23161,51265,39612,21451,30533,10787,17382,8461,16005,5616,13410,2129,7520,49,1722,0,2,0,0,0,0
2020-11,6호선,447,월드컵경기장(성산),0,0,1120,1053,2297,2739,8123,4971,10614,8291,5725,7915,5040,8466,5728,9853,6564,9831,7109,11367,9430,11998,12518,10052,14992,8172,13072,7962,10654,11192,5234,8611,4282,5015,4001,4158,3101,3097,797,1618,0,159,1,0,0,0,0,0
2020-11,6호선,448,마포구청,12,5,6448,1783,12191,6975,36095,13966,51318,35278,29656,15835,18299,11796,16862,10051,16877,12949,17001,13738,15343,13961,16599,16063,18245,18200,22702,23431,35585,38874,16563,29273,10943,18308,11122,16670,7473,14591,3016,9364,1,256,0,0,0,0,0,0
2020-11,6호선,449,망원,3,0,4814,796,9526,4710,24412,7693,37066,29864,21982,28124,15880,17569,15343,19248,17745,22359,18656,24768,18629,24491,20079,26724,22874,28560,26689,33858,35312,47066,22737,34154,17958,17381,18893,15474,14380,11890,6025,8640,0,23,0,0,0,0,0,0
2020-11,6호선,450,합정,13,0,3571,1144,5266,6291,12734,15031,19747,42146,13346,24865,10662,14804,11078,15220,13346,15836,15169,18197,16520,16508,17966,17469,21059,20085,27113,25676,44266,37351,27493,24982,22788,12433,26680,11034,21265,8754,9696,7018,1,101,0,0,0,0,0,0
2020-11,6호선,451,상수,6,0,2028,648,3849,2714,8127,5506,12741,22397,8137,17401,5806,12118,5874,11542,7925,12611,9176,14909,9163,13089,9909,13488,12152,15597,17783,20036,24702,27563,16454,19384,14558,10300,16565,7882,14848,6470,7633,4740,0,135,0,0,0,0,0,0
2020-11,6호선,452,광흥창(서강),4,0,2798,1188,6315,4286,17222,14784,21728,36640,13913,16255,9613,9419,10408,8138,10753,8541,10231,8856,10481,8899,11280,9842,13022,10619,18919,13369,29770,20687,13322,15133,8753,8922,7849,8278,5016,7190,1710,4227,2,179,0,0,0,0,0,0
2020-11,6호선,453,대흥(서강대앞),8,0,2064,759,4751,3855,12971,12119,18913,31040,11546,15966,8294,10221,8374,8741,10323,10030,10612,11216,9821,9475,11218,10183,14164,11430,19052,13715,23678,20146,11411,13785,8215,8122,8937,7398,7607,6514,2560,4327,13,245,0,0,0,0,0,0
2020-11,6호선,454,공덕,111,0,4603,1863,7061,8571,18944,33414,27811,93635,17860,49746,14974,21585,17263,16733,18539,16656,20293,18102,20321,17550,24708,17412,29291,19250,48273,24154,82830,37580,33675,23889,24730,13010,24525,12237,16722,9529,7149,6816,97,2222,1,0,0,0,1,0
2020-11,6호선,455,효창공원앞,5,0,2316,560,4439,3454,14769,6458,23909,21221,13678,11687,8222,7062,7991,6008,8554,6659,8736,7368,8199,7431,8786,7956,11127,9539,13727,11573,20666,18330,9750,12784,5669,7651,5303,7212,3726,5596,1485,3639,4,431,0,0,0,0,0,0
