사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,경인선,305,구일,265,7,3379,1395,8693,3151,25688,7821,24159,11230,11599,7399,8513,4692,7669,4832,8360,7506,7867,8741,7266,8412,8476,9634,9706,12432,12029,25139,11301,39934,5225,24635,4503,11248,13778,9679,16711,7860,2568,4458,39,929,0,0,0,0,0,0
2020-11,경인선,306,소사,1114,41,17082,3127,15872,5690,34809,7333,32658,12190,19873,9119,14844,8962,13214,9645,13826,11573,13103,11453,11882,11814,12020,12000,12612,16155,14481,22442,12617,29795,7288,27195,5607,15072,4622,15585,3448,12288,1340,8237,112,1640,0,0,0,0,0,0
2020-11,경인선,307,부개,1787,30,8791,2622,15003,4431,37132,5646,29295,10459,16525,5946,12035,5517,10900,6067,11103,7379,10427,8321,9107,8765,8605,10425,11041,14117,11122,17017,10559,30006,5610,24666,3999,14176,3567,12966,2619,10700,1134,6695,175,1859,0,0,1,0,0,0
2020-11,경인선,308,간석,274,9,4801,1093,10358,1963,22270,3425,19262,7787,10568,4837,7619,3958,7418,4955,7530,5616,7473,5934,6502,6457,7154,7051,8016,9255,7868,13264,8380,17168,4328,17646,3741,10393,3396,8261,2348,7478,1294,4970,135,1487,1,0,0,0,0,0
2020-11,경인선,309,도원,563,9,2504,983,2975,1885,6115,4179,5946,19038,4093,4245,3614,3748,4221,3223,4615,3901,4664,4007,4076,3933,6346,4252,10314,5199,8158,5206,7586,5456,3312,5185,2339,3483,2050,2823,923,2309,287,1827,11,878,0,0,0,0,0,0
2020-11,경인선,310,온수(성공회대입구),187,2,5393,1311,8154,4002,23462,8871,22633,12687,12629,6532,9568,5958,9295,5617,10494,7296,9948,7156,9004,7802,9308,8528,12880,10722,11833,13557,11117,23235,5230,18717,4130,10720,4044,9376,2848,8433,1229,4845,156,908,0,0,1,0,0,0
2020-11,경인선,311,중동,820,4,10036,1420,15602,4446,41022,5810,32634,12247,16565,8065,12014,7107,11178,7053,12077,8850,11571,9175,9628,10250,9830,11396,11268,13777,12034,19513,12731,29577,6603,27697,5222,15810,4351,13392,3047,11377,1111,7080,150,2478,0,0,1,0,0,0
2020-11,경인선,312,도화,271,0,3578,705,5834,2002,13492,3835,12066,6687,6944,3158,5306,2960,5073,3397,5387,4266,5228,4202,4744,4396,4743,4780,5693,6446,5847,6956,5924,8843,2767,8841,2259,5488,1502,4659,917,3573,600,2988,26,1301,0,0,0,0,0,0
2020-11,경원선,128,이촌(국립중앙박물관),65,1,1193,498,3062,2091,7446,4343,8788,7797,6740,4748,5224,3098,4981,2922,5397,3282,5639,3910,5508,3680,5978,3983,7312,4749,9519,5431,9698,7674,4899,5983,3645,3908,3693,3446,2001,3372,618,2069,60,726,1,1,0,0,0,0
2020-11,경원선,129,서빙고,41,2,749,522,1815,2546,2779,4180,3057,7578,2766,3144,2175,1993,1900,1680,2397,1783,2662,2073,2516,1766,3239,2289,4189,2355,6230,2539,6590,3235,2693,2505,1614,1511,1391,1316,754,1171,305,850,48,248,0,0,0,0,0,0
2020-11,경원선,130,한남,160,5,1791,581,2547,4393,4457,10191,5751,13269,4531,11883,4170,5482,4861,4375,5088,4552,4758,5361,5451,4014,6698,4871,7968,5110,13686,6508,14194,7608,6942,5357,4924,2973,4854,3203,3705,1974,1366,1312,49,522,0,0,0,0,0,0
2020-11,경원선,131,옥수,0,0,0,20,1,67,26,29,94,184,46,14,61,154,28,178,21,63,19,15,36,9,15,18,310,38,358,31,62,33,337,6,25,17,78,22,9,8,13,0,2,1,0,0,0,0,0,0
2020-11,경원선,132,응봉,148,0,1124,274,2522,1060,6318,1636,7154,2706,4293,1378,2645,1119,2572,1368,2373,1563,2605,1878,2022,2167,2361,2457,2720,3066,2754,3787,2808,4942,1465,4839,1051,2428,878,1981,630,1796,217,1053,12,343,0,0,0,0,0,0
2020-11,경원선,133,왕십리(성동구청),873,4,5257,765,7566,4275,23470,10177,38737,20091,24762,14361,13696,14011,13276,15829,15819,18344,17773,20842,17898,21512,19902,23343,23133,27823,27136,37703,27159,60922,20488,45384,19291,25859,21494,21377,18520,18878,8449,10880,367,4642,0,0,0,0,0,0
2020-11,경원선,134,청량리(서울시립대입구),1269,21,6853,1157,7585,10424,26828,12153,29643,18326,24481,24550,22444,25453,17763,28736,24038,26390,25382,26959,26825,29654,30346,31001,28302,29695,31648,31557,26912,42756,22216,32632,21914,16997,9862,14200,8761,12064,2766,6654,109,2452,0,1,0,0,0,0
2020-11,경원선,136,외대앞,407,7,4758,1332,7369,3445,17331,3794,21240,14171,12793,9563,10283,9735,10498,9253,12305,10171,12387,9822,12192,11733,13078,11538,14177,13132,16950,16443,13865,22226,8821,18415,7162,11462,7302,11918,5704,10453,2547,6824,83,1309,0,0,0,0,0,0
2020-11,경원선,137,신이문,1272,22,8563,1091,13245,2424,35792,4253,38669,7871,20876,4756,13670,4896,11525,6297,12009,7529,11532,8482,9892,9329,9243,12639,8904,15839,8817,20129,8213,30492,5589,25171,3365,15165,2823,12858,1921,11184,828,6712,41,1067,0,0,0,0,0,0
2020-11,경원선,138,석계,1131,12,5985,2082,10670,4459,23852,5515,28567,8332,18512,6436,14419,6898,12842,8060,12845,9147,12098,10576,11548,11790,11159,15845,10932,19549,12169,24607,10299,37398,7798,27300,6151,17823,5880,15594,4643,12288,2052,7698,107,1499,0,0,0,0,0,0
2020-11,경원선,139,광운대,2208,16,5890,1147,11611,2622,31182,5106,30010,13442,15494,9108,11864,8547,10620,10196,11398,9351,11970,10914,11507,11342,11138,11787,12123,13991,13455,17221,11501,25225,6570,21593,5643,13302,5112,11575,4404,9363,1992,8291,129,3351,0,0,0,0,0,0
2020-11,경원선,140,월계,612,6,5001,1087,8441,2369,22917,7326,20202,8476,12412,7701,9874,5229,8822,5690,10247,7103,11152,8772,8673,7412,9453,8959,10630,11633,10915,13694,9134,19572,5123,17022,3764,9205,3794,8404,2844,6878,974,4157,52,1057,0,0,0,0,0,0
2020-11,경원선,141,녹천,863,7,4349,623,7357,1524,20596,3099,17090,4608,10493,2416,7375,2979,6273,3164,7757,4379,6357,4472,5291,4615,5181,5874,6332,7597,5598,8842,4663,13818,3324,12280,1972,7133,1941,6505,1165,5076,437,3716,51,837,0,0,0,0,0,0
2020-11,경원선,142,창동,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-11,경원선,358,방학,607,4,10370,1616,14006,5597,29225,7932,27687,18493,17271,10382,14516,10175,13312,9197,15310,10630,14132,11422,13004,13342,12842,16372,14572,19006,15407,19736,17120,28283,8795,24581,6339,12891,4887,12401,3731,9261,1196,5627,143,2090,1,0,0,0,0,0
2020-11,경원선,359,도봉,230,4,7087,1321,8778,2990,18445,3546,18142,9232,11750,7253,10058,6992,9217,5928,8501,6976,9241,7953,9201,8298,9031,9720,8707,11661,9064,12598,9464,16163,4595,14855,2719,8156,2415,7641,1636,6003,712,3575,78,1389,0,0,0,0,0,0
2020-11,경원선,360,도봉산,222,4,6326,777,8847,2098,22659,3876,20855,6533,13309,10424,10709,15013,10481,11317,12695,13082,15807,10653,18777,9609,20491,9032,20667,8793,16564,7666,12051,9469,6684,8104,3950,4893,2881,4516,1910,3898,622,2625,51,1255,0,0,0,0,0,0
2020-11,경원선,361,망월사,287,4,6927,987,11681,3170,25576,4274,24657,13616,14596,14246,12622,10170,12504,8373,13404,10988,12557,11448,12029,10791,12018,11385,13106,13548,12578,15985,10294,23390,5323,22149,4165,12533,3643,11324,3277,9156,1024,5266,90,1938,0,0,0,0,0,0
2020-11,경원선,362,회룡,959,26,13504,2166,24032,5586,53626,8360,44233,11870,25608,9975,19863,9588,18681,10219,18519,13571,17105,14479,14701,15938,13969,18161,13392,23366,13893,28199,11391,41227,7008,40472,5396,21622,4659,18909,3315,14740,1154,8606,117,3394,0,0,0,0,0,0
2020-11,경원선,363,의정부,2338,40,9753,2184,21485,7547,44531,13428,40870,33611,23808,30393,20124,23963,22311,24147,24942,26799,26557,32548,26860,31032,29899,29481,32905,31719,37990,36864,39455,50654,24713,47205,24726,27106,18172,23247,14438,18153,4996,11295,374,5219,0,1,0,0,0,0
2020-11,경원선,364,가능,382,9,7102,1721,10598,3965,22543,5245,20771,12578,11813,7434,9650,5483,8887,5227,9081,6449,8563,6984,7535,6586,7550,8341,8824,10144,10652,12750,8588,18677,5679,17824,4014,10714,3247,8215,2496,6975,920,4962,85,1402,0,0,0,0,0,0
2020-11,경원선,365,녹양,177,0,4851,920,7840,2312,17094,4256,14332,9563,7757,4394,6540,3207,6080,3723,6848,4959,6062,4643,5360,4283,5624,5927,6817,7148,7024,8834,7818,12792,3672,12763,2627,8347,2249,6292,1531,5425,519,4224,35,1083,0,0,0,0,0,0
2020-11,경원선,366,양주,1300,1,5117,1369,11147,5304,30504,9512,24729,11156,14891,7244,12120,6424,10974,7025,11254,7919,10493,7788,9304,8071,9645,9315,11736,12206,12595,14809,13514,20657,6301,20865,3864,13992,3080,10497,1754,9024,531,5479,24,2840,3,0,0,0,0,0
2020-11,경원선,367,덕계,1,0,2197,431,6732,2558,11321,2470,10620,4442,5274,2428,3832,1570,3576,1955,3881,2478,3721,2205,3158,2603,3064,3408,3690,3667,4301,6039,3827,7092,1566,7641,1046,5145,767,3747,671,2608,192,2351,13,636,0,0,0,0,0,0
2020-11,경원선,368,덕정,2,0,3088,1425,8094,4832,18568,9942,16435,14823,9421,7997,7216,4638,7939,5517,8702,7175,8265,6140,7164,5333,7840,6647,9134,7752,11961,12540,13165,13429,5338,13126,3615,8764,3401,8016,2669,5837,1137,4050,179,1149,0,0,0,0,0,0
2020-11,경원선,369,지행,52,0,4466,693,9687,2514,20425,4836,19248,12677,12241,6425,9341,5132,9627,6033,9231,7573,9510,8298,8445,8036,8400,9521,9072,11198,10172,15975,11633,16221,5917,18186,5575,12825,4713,9154,3380,8263,1985,5504,205,2036,0,0,0,0,0,0
2020-11,경원선,370,동두천중앙,31,1,2326,653,4330,2012,8277,3549,8193,9557,5650,3991,4782,3552,4897,4276,4943,4367,5217,4573,4948,4108,4946,4612,4612,4832,5861,5458,6372,5551,2705,6171,1758,4530,1235,3250,800,3001,323,1977,17,693,0,0,0,0,0,0
2020-11,경원선,371,보산,30,2,1372,421,2413,845,4268,2123,3514,2685,3001,1641,2632,1176,2513,1480,2400,1541,2588,1968,2607,2051,2574,2324,2844,2761,4249,3093,2807,3756,1887,4552,1184,3123,776,2194,403,2036,234,1302,12,391,0,0,0,0,0,0
2020-11,경원선,372,동두천,12,0,826,432,2742,2643,4603,7700,4995,7134,3447,4551,3292,3870,3346,3675,3173,3229,3601,3384,3357,3267,4414,3251,4247,3332,4528,3182,5012,4774,2266,4210,1228,3026,823,2480,665,1886,206,1246,5,376,0,0,0,0,0,0
2020-11,경원선,373,소요산,91,1,774,369,951,1363,4167,2482,3634,3404,4271,5237,3188,7655,4215,11537,5919,12027,7985,8306,12251,6851,15375,4745,13164,3781,8284,3401,4848,2149,1610,1809,1266,1352,799,1056,329,1071,72,805,1,538,0,0,0,0,0,0
2020-11,안산선,280,산본,620,3,8096,1951,21292,6086,53131,13505,52117,28617,24896,19668,18931,16846,18542,16210,20687,19302,20102,21527,19255,21117,20364,23560,22494,26294,24228,35748,28482,58804,18081,53896,14856,28791,15334,22496,12588,18702,4211,12605,584,2455,10,0,4,0,2,0
2020-11,안산선,281,대야미,4,1,2376,1005,6631,3834,16331,4715,18106,8260,9283,4341,6665,4514,6185,4471,6353,4537,6634,4622,6500,5033,7155,6159,7844,7326,8300,9197,8968,13575,5027,11568,3784,7415,2796,6685,1697,6106,690,3587,98,616,6,0,5,0,1,0
2020-11,안산선,282,반월,30,0,3086,880,6865,2217,16299,3279,15616,7079,9088,3628,6715,3236,5836,3657,5673,3942,5682,4564,5151,4917,4905,6165,5808,7395,7157,9367,7020,13997,3937,11000,2867,8142,2016,6893,1273,5671,644,3465,84,689,6,0,2,0,1,0
2020-11,안산선,283,상록수,533,15,13880,2575,29379,7892,68699,12505,65564,21689,33366,15604,22723,12076,20699,12754,22309,14711,20701,17514,17947,17361,18545,19295,20423,25057,24687,36133,23032,60864,14076,55547,10929,34408,9986,32311,6692,23696,2564,15286,324,3936,35,0,17,0,18,0
2020-11,안산선,284,한대앞,174,1,6587,851,14944,3751,28210,6656,24571,16164,14153,10156,11055,8663,11640,8544,12122,9392,11537,10769,10813,10787,10895,11054,12716,14069,15451,19020,16148,28459,8412,23252,7207,15416,6844,13211,5391,11013,1975,7170,134,1768,12,0,15,0,15,0
2020-11,안산선,285,중앙,248,5,7495,906,24439,7143,50360,12580,41336,33452,20647,27186,17595,17615,19117,17184,22550,21499,22373,25460,21235,24556,23351,24386,28290,27388,33393,37838,34900,60062,22560,51033,23475,29556,21830,25688,17855,19553,7028,14170,392,4230,52,0,37,0,28,0
2020-11,안산선,286,고잔,210,6,4709,807,11623,3829,28262,11773,20378,25851,11625,13212,10416,9762,11060,8886,10799,9259,10343,10774,10671,10140,11926,9686,13265,9832,19303,13957,21149,21857,8426,18639,6604,11627,6029,9529,4157,8369,1671,6502,124,2252,31,0,30,0,11,0
2020-11,안산선,287,초지,301,2,2867,382,7335,4429,18247,8783,13970,13961,7289,11123,5445,5701,5598,4880,6661,5560,6115,7065,5432,5159,6495,5019,8857,5349,11151,8721,11976,13651,4925,12427,3507,8266,2912,6914,1663,5660,515,3571,34,1363,1,0,4,0,3,0
2020-11,안산선,288,안산,1436,218,10586,1450,11674,14795,21148,36702,20842,30715,16279,13206,12976,11434,13287,12913,15102,12871,15645,12700,15369,13331,17207,13892,20482,14878,39031,21137,42136,23707,21496,20131,19302,14072,11722,12678,4213,9671,1367,5518,140,2201,51,328,60,307,70,275
2020-11,안산선,289,신길온천,11,0,1948,66,3223,1383,6144,3439,5289,2598,2886,1323,2369,1260,2074,1403,2306,1488,2111,1461,1812,1775,2011,2115,2433,2335,3536,3496,3607,4786,1637,4225,1204,2840,753,2386,379,1962,149,1388,12,482,0,0,1,0,1,0
2020-11,안산선,290,정왕,245,2,6218,241,8946,10456,16352,22710,13093,30020,9439,23065,8473,13034,9273,10882,12110,11870,12329,12280,11444,11522,14075,10903,20264,10380,28612,14689,29630,19163,14934,14398,10853,11366,7957,9661,4268,7694,1479,5548,30,1770,2,0,1,0,4,0
2020-11,안산선,291,오이도,179,4,6250,78,13933,6195,31239,12734,24925,14110,13342,7121,10400,6953,10555,8566,11127,9965,10719,10580,9460,10721,11027,11684,13058,13252,18337,17071,18177,25167,9868,23211,7962,14994,7400,13015,4559,10603,1342,8001,19,3191,4,0,6,0,0,0
2020-11,안산선,292,수리산,9,2,3078,594,8163,1589,18654,3415,17295,5464,9882,3249,5979,3667,5602,3262,5858,3546,5095,3511,4610,3655,4953,4632,4578,5435,4652,6586,5024,11809,2667,10038,1801,6195,1419,5464,828,4607,304,3036,42,486,1,0,4,0,0,0
2020-11,과천선,230,선바위,6,3,1192,1031,5790,8550,18534,19757,24603,24402,15961,15076,9395,7552,8063,7121,9223,7340,9285,6848,9178,6851,10014,7910,13422,8862,23263,12143,31419,17880,15178,14337,9172,8426,7281,7968,3897,6900,1007,4146,5,148,2,1,0,0,0,0
2020-11,과천선,231,경마공원,1,0,262,376,833,2074,1975,3228,2746,8636,2536,7227,2655,8586,2764,5412,2703,3813,3087,3240,3442,2724,3816,2058,4467,2091,8504,2016,15793,2264,2608,1777,1001,1195,678,1000,265,796,134,563,5,14,0,0,0,0,0,0
2020-11,과천선,232,대공원,7,0,80,307,169,3474,715,3765,1086,8439,1293,13249,1698,16934,2918,9449,5840,7459,7047,8881,8841,7343,11620,4475,13763,2732,13007,1470,9961,1071,3157,791,2592,453,1584,391,350,253,160,169,0,0,0,0,2,0,0,0
2020-11,과천선,233,과천,16,2,1474,660,5889,7694,18788,3957,18342,7877,10330,4338,6818,3988,6305,3567,6728,4380,6668,4847,6671,4568,6796,5267,10263,6509,10987,8908,7020,14689,3085,12274,2113,7298,1723,7195,967,6151,264,4301,9,153,0,0,0,0,0,0
2020-11,과천선,234,정부과천청사,34,23,1503,1432,5296,10109,14468,19838,14470,59571,9834,15191,7522,9550,8064,7522,9026,8364,9935,8880,10568,8487,12351,8568,19244,9060,27962,12109,47601,16397,12600,13768,10132,7346,9038,6997,4690,5582,1244,3710,8,151,1,0,0,0,1,0
2020-11,과천선,235,인덕원,118,3,7667,2302,24717,11508,74237,31605,70391,99564,37649,36194,26505,19040,23927,17551,26283,18066,26181,21863,24310,21963,25844,24297,32488,30246,47531,42656,78306,72425,29414,64855,23115,34365,21637,30634,13161,29159,3769,15833,47,2825,2,0,2,0,0,0
2020-11,과천선,236,평촌,51,1,3711,2275,17592,8556,53579,28787,44163,81789,23140,34079,17046,14366,15805,12917,16781,13355,16051,16800,16670,14794,18857,15003,21403,18660,38292,25790,60534,42118,25250,42546,18456,21733,16482,16809,12441,15739,3622,8043,54,1598,1,0,2,0,0,0
2020-11,과천선,237,범계,76,0,6932,2889,27682,11141,78558,20245,68797,55628,35751,42376,26214,27209,26286,23834,29522,25241,29599,31606,29342,30256,32005,31353,38207,37832,45293,52556,56870,80307,33775,71916,35426,34949,28413,28957,23121,24623,7304,13171,279,2295,3,0,7,0,5,0
2020-11,분당선,143,선릉,30,1,1077,1080,2024,11469,3994,41119,6219,127176,5364,84664,6333,35557,8464,21963,10319,19020,11885,21317,13414,17600,16372,14979,25660,16027,43695,18180,75389,23227,34031,14355,20567,6464,19302,5147,13514,4079,3835,2804,117,586,0,0,0,0,0,0
2020-11,분당선,144,한티,20,3,1651,1077,6118,8518,18066,21087,21743,46034,13291,36771,10366,22152,11824,17259,15206,19874,17203,25696,17040,17358,20071,17243,25170,21683,36136,31585,41952,32468,26371,23053,28174,11703,20742,10517,23393,8222,3513,4695,80,255,0,0,0,0,0,0
2020-11,분당선,145,도곡,55,15,962,938,2717,5361,7457,14240,10873,23547,7639,17548,6264,8252,7215,6942,7903,6994,8488,8001,9024,7123,11909,7141,13359,7751,18962,9596,21645,12357,11157,9913,7574,5795,6507,5081,4547,4304,1038,2654,33,388,0,0,0,0,0,0
2020-11,분당선,146,구룡,16,0,362,332,1101,3501,2556,8882,3425,5822,2557,2709,2354,1678,2685,1454,2934,1858,2413,1951,2572,1891,2754,1979,7178,2196,5496,2479,4900,3253,1807,2732,1208,1572,2053,1495,497,1358,129,995,1,37,0,0,0,0,1,0
2020-11,분당선,147,개포동,6,0,778,931,2926,5643,7939,5652,8837,8337,5398,6164,4267,4623,3905,3511,5089,3971,4912,4588,5177,4555,5209,4668,8099,5150,9003,6941,8141,9777,4966,7524,3490,4560,3591,4274,2971,3908,920,2288,17,90,0,1,0,0,0,0
2020-11,분당선,148,대모산입구,17,6,1848,1517,3070,11104,8051,4207,10434,8782,6016,4920,4652,2973,4236,2975,4889,2832,4213,3362,3711,3352,4538,4229,8142,4436,11130,5161,7812,6803,3355,6035,2115,3647,1355,3390,996,2980,337,1964,4,155,0,0,0,0,0,0
2020-11,분당선,149,수서,50,6,3114,2691,6003,11240,21974,23597,34063,43804,21333,23899,20363,18264,15887,13250,20089,16717,18690,17042,13700,16779,21607,17964,24637,22096,31787,26900,40962,37081,18426,27412,18132,17585,12571,14564,11055,12442,5746,5062,19,778,0,0,0,0,1,0
2020-11,분당선,150,복정,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0
2020-11,분당선,313,수원,626,6,4724,496,7474,3335,22242,8006,22966,13610,11763,10427,8009,6871,8090,7720,8682,8239,9401,9480,9131,9635,10302,9077,13275,11504,16789,17693,19378,22089,13501,15754,13436,9119,11329,7568,9062,5400,3512,3497,83,816,2,0,7,0,0,0
2020-11,분당선,314,서울숲,100,1,2122,452,4621,4528,12863,9540,20892,34153,13982,22441,7323,12910,6779,10394,7981,11280,9325,13731,10315,13305,12958,12888,17950,13185,24300,14886,35921,22026,17473,15582,11266,8600,10252,7578,6374,6434,1577,3444,24,793,0,0,0,0,0,0
2020-11,분당선,315,압구정로데오,104,0,1785,722,3303,10152,4908,22211,6848,66302,5915,89857,7175,43702,10283,30480,12944,27318,15744,27400,19964,24661,26063,23833,33970,25126,50010,31256,76334,40126,56526,22956,48827,8763,34970,5856,22265,3940,6499,2434,118,468,0,0,0,0,0,0
2020-11,분당선,316,강남구청,21,1,1250,481,2392,4301,5995,13745,9035,51581,7498,40043,6710,17739,7967,12834,8836,12256,10584,13727,11630,12803,13328,12239,14995,12222,24376,15235,46916,19392,24207,12737,13959,6647,12893,5135,8261,4271,2598,2732,28,624,2,1,0,0,0,0
2020-11,분당선,317,선정릉,10,0,931,758,1805,4379,4112,11224,7009,49714,5737,41646,4744,15001,5562,8220,6267,7508,7599,8601,8972,8169,9820,7195,12438,7403,22009,8515,43749,9948,23879,6903,11674,3887,10459,3642,6648,3015,1872,1924,32,456,0,0,0,0,0,0
2020-11,분당선,318,가천대,22,1,4890,772,6669,3128,17041,5625,22073,22471,12923,17001,9500,13367,9576,9033,12184,13475,10371,12394,11512,11640,12135,10268,17580,11149,21206,16045,14715,22423,8366,18959,6074,13052,5558,13942,5240,12297,2480,8653,103,693,0,0,0,0,0,0
2020-11,분당선,319,태평,261,20,14379,1415,18624,5382,38419,7467,60337,17017,36788,10894,19762,10190,16028,11341,17112,13171,17450,13593,15729,15626,14968,22344,16138,23918,18143,31394,18314,44160,10095,32548,7827,23325,5888,26050,4285,18965,1420,9701,86,821,0,0,0,0,0,0
2020-11,분당선,320,모란,360,12,14552,2953,19840,9915,50477,20088,65296,33273,44645,24280,28063,21707,26686,24557,29044,26896,29453,29299,28145,31201,32578,36174,31857,35453,33732,41026,37915,59111,21528,46346,15669,32835,14131,30547,10466,23268,4616,14389,208,1262,1,0,3,0,0,0
2020-11,분당선,321,야탑,193,4,6474,2912,17520,13192,49167,35340,60683,90287,38307,49647,29144,29382,30100,25925,31523,30806,31519,34767,32380,32630,35819,34704,41918,37506,56522,49137,80862,68222,37777,56036,28272,33126,25755,26190,17272,24644,5623,13421,339,1961,1,0,0,0,1,0
2020-11,분당선,322,서현,353,4,4275,2514,11460,11109,30522,35929,38469,76834,26020,59348,22747,33781,24695,27980,28052,30108,29512,32478,33070,34167,36510,31711,40162,35804,58749,45566,78389,60391,44099,46683,44302,25761,36149,19846,25224,15639,9464,8937,577,1139,0,0,0,0,0,0
2020-11,분당선,323,수내,162,1,2226,1657,6268,6680,16623,15739,21040,50295,13720,36325,10438,19235,12065,13998,13801,15626,15786,15554,17502,15802,19998,14877,22723,16458,31779,20494,45567,27328,22727,21750,23454,11171,16725,9734,12342,8505,3100,4347,164,736,0,0,0,0,0,0
2020-11,분당선,324,정자,320,5,3332,1035,9062,15914,25205,22685,31861,59997,21115,43535,14769,20033,15168,14210,16099,14989,16693,17402,17755,16333,21205,17246,26448,21381,36459,29624,52587,45607,29923,36668,22567,21083,25357,17468,20459,15058,7066,8372,1062,2243,1,0,0,0,0,0
2020-11,분당선,325,미금,527,4,3102,658,10730,10330,23214,19295,30638,41250,21736,31036,18881,18376,20428,18623,21877,19849,22499,23205,23163,22728,27732,21465,28383,25819,33551,30360,37548,39483,19649,31673,16344,21064,17251,17781,12957,15018,3672,8621,173,1887,0,0,1,0,0,0
2020-11,분당선,326,오리,802,20,3549,408,13022,6927,28125,13433,31406,33181,19948,17901,14113,10250,13503,10147,14609,11716,14870,11056,14007,11653,15420,11923,17607,13497,23603,15456,33543,24096,13860,21929,10655,13853,9738,11027,6101,10251,2087,6129,107,1514,1,0,0,0,0,0
2020-11,분당선,327,이매,39,2,2342,986,5740,3308,13271,8406,14581,13818,8875,7269,7079,4789,7139,4988,7531,5781,7258,5964,7021,5702,7516,6792,9083,8054,13088,10061,12314,14226,6254,11119,4105,7056,4838,6433,3875,6156,743,3623,87,728,0,0,0,0,0,0
2020-11,분당선,328,보정,54,3,812,66,2744,1176,7921,2912,9184,6044,5990,1711,3760,1302,3375,1787,3204,1972,2879,1898,2689,2385,3271,2939,3906,3437,4655,4143,3764,6282,1663,5110,1130,3297,1056,3079,885,2891,270,1988,8,95,0,0,0,0,0,0
2020-11,분당선,329,죽전,1344,0,4396,757,13433,6837,40567,14604,35543,21851,20986,19256,14603,20289,14270,16261,15989,17191,16232,17510,16476,19227,18814,19449,21671,23538,27150,27688,29881,44487,19072,39559,22774,23991,12278,20681,8084,18436,2610,12757,11,6172,0,0,2,0,1,0
2020-11,분당선,330,구성,56,3,2318,390,6767,2412,20649,4387,19154,7977,10777,3458,7001,2998,6123,3869,5985,4110,5741,4551,5403,4802,5116,6079,5763,7506,7416,11707,6890,18180,3312,16458,2554,10216,2119,7644,1467,7746,467,4494,5,309,0,0,0,0,0,0
2020-11,분당선,331,신갈,58,1,2336,346,6944,1707,17933,2176,18892,5710,10088,2953,6845,2531,6542,3205,5661,4178,5549,4583,5008,4736,5018,5774,6250,6340,5371,10086,4495,15090,2106,13729,1522,8952,1328,7293,984,7667,368,4326,9,295,0,0,0,0,0,0
2020-11,분당선,332,기흥,150,2,5054,598,12670,4328,34691,7168,36020,11717,17960,6924,11999,5834,10811,6874,10907,7371,10698,9523,9754,9020,9928,10527,12070,11982,14576,20846,16553,34451,9039,30691,7304,17538,7248,14594,5171,14482,1791,8637,40,791,0,0,0,0,2,0
2020-11,분당선,333,상갈,40,0,2352,436,8164,2148,18821,6461,19691,8602,11179,4832,7527,3867,6612,3791,6517,4065,6355,5687,5507,5035,5711,5873,6843,8016,9528,11641,10296,16474,5281,14894,3755,9953,3312,9276,1763,8051,593,4690,4,622,0,0,2,0,0,0
2020-11,분당선,334,청명,7,0,1999,777,6182,1564,16242,4766,17680,8672,7101,3134,4936,2560,4391,2599,4536,3101,4444,3690,3820,3894,4559,4432,6215,5635,7610,9108,8030,13165,3496,11700,2597,7163,2097,6677,1633,5701,628,3234,8,365,0,0,0,0,0,0
2020-11,분당선,335,영통,54,0,2055,1065,6689,3319,15549,7716,18117,20297,9476,15298,8004,9079,8677,8821,9746,10666,11270,10676,10221,10570,11146,10631,13737,12463,19397,19124,21634,25013,11908,18437,10532,11641,12162,10807,10545,9211,4037,5975,123,519,2,0,0,0,0,0
2020-11,분당선,336,망포,66,0,4287,2416,17342,7467,44802,19891,43792,41467,19909,15381,12945,8086,11985,8043,13333,9286,12943,10311,11758,10909,13459,12410,17226,15714,29788,23108,41085,39897,18834,41310,14988,24343,12920,19152,9471,14976,3172,9596,154,857,1,0,0,0,1,0
